,Strategy_Combination,Stock_Selection_Method,Weight_Allocation_Method,Total_Return,CAGR_4Y,CAGR_3Y,CAGR_2Y,CAGR_1Y,Positive_Return_Count,Negative_Return_Count,Sum_Positive_Return,Sum_Negative_Return,Variance_4Y,Variance_3Y,Variance_2Y,Variance_1Y,Success_Rate,Backtest_Version,Rebalance
48,9_2,9,2,5.68,0.54,0.47,0.55,1.06,10,6,2.81,-0.63,0.0545,0.0524,0.0686,0.1075,0.62,4,3m
49,11_11,11,11,6.39,0.59,0.5,0.26,0.87,30,18,3.2,-1.05,0.0489,0.048,0.0509,0.0595,0.62,4,1m
50,14_8,14,8,6.67,0.61,0.42,0.26,0.6,11,5,2.6,-0.35,0.0339,0.0245,0.0283,0.0332,0.69,4,3m
51,1_9,1,9,4.65,0.47,0.32,0.35,0.86,10,6,2.4,-0.49,0.0461,0.036,0.0492,0.0794,0.62,4,3m
52,1_8,1,8,4.58,0.46,0.37,0.4,1.05,11,5,2.24,-0.4,0.0383,0.0322,0.0442,0.0601,0.69,4,3m
53,9_1,9,1,4.8,0.48,0.47,0.45,0.89,13,3,2.07,-0.29,0.0185,0.0126,0.0178,0.0125,0.81,4,3m
54,14_9,14,9,6.49,0.6,0.37,0.29,0.6,11,5,2.6,-0.38,0.0365,0.0221,0.03,0.0331,0.69,4,3m
55,11_10,11,10,6.81,0.62,0.46,0.22,0.74,28,20,3.29,-1.04,0.0471,0.0419,0.0429,0.0487,0.58,4,1m
56,5_1,5,1,4.8,0.48,0.47,0.45,0.89,13,3,2.07,-0.29,0.0185,0.0126,0.0178,0.0125,0.81,4,3m
57,14_4,14,4,6.97,0.63,0.46,0.36,0.55,12,4,2.72,-0.42,0.0341,0.0256,0.0336,0.0455,0.75,4,3m
58,7_3,7,3,9.07,0.74,0.51,0.22,0.48,33,15,4.02,-1.31,0.0766,0.0542,0.0542,0.0873,0.69,4,1m
59,16_6,16,6,6.09,0.57,0.42,0.16,0.5,31,17,3.34,-1.2,0.0575,0.0494,0.0518,0.0761,0.65,4,1m
60,1_5,1,5,7.09,0.63,0.48,0.56,1.01,11,5,2.66,-0.33,0.0394,0.0303,0.0414,0.0624,0.69,4,3m
61,3_7,3,7,3.72,0.39,0.32,0.21,0.62,35,13,2.24,-0.78,0.0182,0.016,0.021,0.008,0.73,4,1m
62,14_11,14,11,4.63,0.47,0.31,0.15,0.34,12,4,2.52,-0.62,0.0404,0.0307,0.0392,0.0536,0.75,4,3m
63,12_2,12,2,6.06,0.57,0.43,0.17,0.47,31,17,3.45,-1.27,0.0576,0.0551,0.0614,0.0955,0.65,4,1m
64,12_3,12,3,9.59,0.76,0.49,0.27,0.57,32,16,3.89,-1.18,0.0636,0.0465,0.0495,0.0766,0.67,4,1m
65,14_10,14,10,5.85,0.56,0.32,0.17,0.34,12,4,2.57,-0.43,0.0396,0.0263,0.0333,0.0536,0.75,4,3m
66,3_6,3,6,3.72,0.39,0.32,0.21,0.62,35,13,2.24,-0.78,0.0182,0.016,0.021,0.008,0.73,4,1m
67,10_1,10,1,4.8,0.48,0.47,0.45,0.89,13,3,2.07,-0.29,0.0185,0.0126,0.0178,0.0125,0.81,4,3m
68,1_4,1,4,6.95,0.62,0.52,0.56,1.01,11,5,2.6,-0.31,0.0355,0.0313,0.0404,0.0623,0.69,4,3m
69,16_7,16,7,6.09,0.57,0.42,0.16,0.5,31,17,3.34,-1.2,0.0575,0.0494,0.0518,0.0761,0.65,4,1m
70,7_2,7,2,6.88,0.62,0.48,0.27,0.68,31,17,3.46,-1.17,0.048,0.0423,0.054,0.0625,0.65,4,1m
71,14_5,14,5,5.96,0.56,0.34,0.23,0.55,11,5,2.59,-0.45,0.039,0.0244,0.0335,0.0455,0.69,4,3m
72,5_2,5,2,5.68,0.54,0.47,0.55,1.06,10,6,2.81,-0.63,0.0545,0.0524,0.0686,0.1075,0.62,4,3m
73,14_7,14,7,7.56,0.66,0.45,0.33,0.83,10,6,3.0,-0.5,0.053,0.0424,0.0583,0.0816,0.62,4,3m
74,16_5,16,5,7.07,0.63,0.28,0.19,0.67,30,18,3.48,-1.13,0.0665,0.0316,0.0365,0.0455,0.62,4,1m
75,9_11,9,11,5.5,0.53,0.5,0.52,0.9,11,5,2.48,-0.43,0.0381,0.0329,0.0429,0.0729,0.69,4,3m
76,1_6,1,6,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
77,5_11,5,11,5.5,0.53,0.5,0.52,0.9,11,5,2.48,-0.43,0.0381,0.0329,0.0429,0.0729,0.69,4,3m
78,10_3,10,3,7.24,0.64,0.43,0.51,0.67,11,5,2.96,-0.52,0.0504,0.0429,0.0529,0.0943,0.69,4,3m
79,3_4,3,4,6.34,0.59,0.4,0.17,0.65,29,19,3.13,-0.99,0.0447,0.0422,0.0455,0.0545,0.6,4,1m
80,12_1,12,1,4.47,0.45,0.44,0.23,0.65,34,14,2.3,-0.66,0.0213,0.0177,0.0194,0.0132,0.71,4,1m
81,3_5,3,5,6.22,0.58,0.35,0.19,0.65,28,20,3.16,-1.01,0.0458,0.0357,0.0434,0.0545,0.58,4,1m
82,10_2,10,2,5.59,0.54,0.45,0.52,1.06,10,6,2.71,-0.56,0.0523,0.0491,0.0638,0.1075,0.62,4,3m
83,5_10,5,10,5.66,0.54,0.48,0.53,0.9,11,5,2.52,-0.44,0.0387,0.0329,0.0429,0.0729,0.69,4,3m
84,1_7,1,7,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
85,16_4,16,4,6.72,0.61,0.36,0.18,0.68,32,16,3.3,-1.08,0.0494,0.0367,0.0374,0.0449,0.67,4,1m
86,9_10,9,10,5.66,0.54,0.48,0.53,0.9,11,5,2.52,-0.44,0.0387,0.0329,0.0429,0.0729,0.69,4,3m
87,7_1,7,1,4.47,0.45,0.44,0.23,0.65,34,14,2.3,-0.66,0.0213,0.0177,0.0194,0.0132,0.71,4,1m
88,14_6,14,6,7.56,0.66,0.45,0.33,0.83,10,6,3.0,-0.5,0.053,0.0424,0.0583,0.0816,0.62,4,3m
89,5_3,5,3,8.19,0.69,0.49,0.6,1.04,10,6,2.86,-0.34,0.0432,0.0355,0.0419,0.0569,0.62,4,3m
90,5_7,5,7,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
91,14_2,14,2,5.39,0.52,0.34,0.17,0.45,11,5,2.9,-0.73,0.0551,0.0413,0.0551,0.0736,0.69,4,3m
92,7_5,7,5,6.22,0.58,0.35,0.19,0.65,28,20,3.16,-1.01,0.0458,0.0357,0.0434,0.0545,0.58,4,1m
93,7_11,7,11,6.39,0.59,0.5,0.26,0.87,30,18,3.2,-1.05,0.0489,0.048,0.0509,0.0595,0.62,4,1m
94,1_3,1,3,8.19,0.69,0.49,0.6,1.04,10,6,2.86,-0.34,0.0432,0.0355,0.0419,0.0569,0.62,4,3m
95,10_6,10,6,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
96,3_1,3,1,4.47,0.45,0.44,0.23,0.65,34,14,2.3,-0.66,0.0213,0.0177,0.0194,0.0132,0.71,4,1m
97,12_4,12,4,5.44,0.53,0.36,0.13,0.57,30,18,2.99,-1.02,0.0396,0.0372,0.0367,0.0393,0.62,4,1m
98,12_5,12,5,5.31,0.52,0.31,0.13,0.56,30,18,3.03,-1.05,0.0425,0.0324,0.0362,0.0394,0.62,4,1m
99,10_7,10,7,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
100,1_2,1,2,5.68,0.54,0.47,0.55,1.06,10,6,2.81,-0.63,0.0545,0.0524,0.0686,0.1075,0.62,4,3m
101,7_10,7,10,6.81,0.62,0.46,0.22,0.74,28,20,3.29,-1.04,0.0471,0.0419,0.0429,0.0487,0.58,4,1m
102,16_1,16,1,4.64,0.47,0.48,0.29,0.75,34,14,2.41,-0.72,0.0234,0.0191,0.0232,0.0224,0.71,4,1m
103,7_4,7,4,6.34,0.59,0.4,0.17,0.65,29,19,3.13,-0.99,0.0447,0.0422,0.0455,0.0545,0.6,4,1m
104,14_3,14,3,7.9,0.68,0.32,0.12,0.04,13,3,3.28,-0.59,0.0711,0.0404,0.0509,0.0966,0.81,4,3m
105,5_6,5,6,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
106,16_11,16,11,7.93,0.68,0.43,0.21,0.78,30,18,3.64,-1.17,0.0582,0.0468,0.0538,0.0736,0.62,4,1m
107,5_4,5,4,6.95,0.62,0.52,0.56,1.01,11,5,2.6,-0.31,0.0355,0.0313,0.0404,0.0623,0.69,4,3m
108,14_1,14,1,4.37,0.45,0.42,0.31,0.82,13,3,2.14,-0.42,0.0237,0.0193,0.0273,0.0227,0.81,4,3m
109,7_6,7,6,3.72,0.39,0.32,0.21,0.62,35,13,2.24,-0.78,0.0182,0.016,0.021,0.008,0.73,4,1m
110,16_3,16,3,10.37,0.79,0.31,0.17,0.41,30,18,4.15,-1.28,0.0843,0.0383,0.0424,0.0716,0.62,4,1m
111,9_9,9,9,4.65,0.47,0.32,0.35,0.86,10,6,2.4,-0.49,0.0461,0.036,0.0492,0.0794,0.62,4,3m
112,10_5,10,5,6.71,0.61,0.46,0.52,0.87,11,5,2.58,-0.33,0.037,0.0277,0.038,0.0592,0.69,4,3m
113,3_2,3,2,6.88,0.62,0.48,0.27,0.68,31,17,3.46,-1.17,0.048,0.0423,0.054,0.0625,0.65,4,1m
114,12_7,12,7,3.59,0.38,0.3,0.19,0.62,36,12,2.21,-0.79,0.0176,0.0151,0.0194,0.008,0.75,4,1m
115,12_6,12,6,3.59,0.38,0.3,0.19,0.62,36,12,2.21,-0.79,0.0176,0.0151,0.0194,0.008,0.75,4,1m
116,3_3,3,3,9.07,0.74,0.51,0.22,0.48,33,15,4.02,-1.31,0.0766,0.0542,0.0542,0.0873,0.69,4,1m
117,10_4,10,4,6.6,0.6,0.5,0.53,0.91,11,5,2.52,-0.3,0.0328,0.0281,0.0361,0.0564,0.69,4,3m
118,1_1,1,1,4.8,0.48,0.47,0.45,0.89,13,3,2.07,-0.29,0.0185,0.0126,0.0178,0.0125,0.81,4,3m
119,9_8,9,8,4.58,0.46,0.37,0.4,1.05,11,5,2.24,-0.4,0.0383,0.0322,0.0442,0.0601,0.69,4,3m
120,16_2,16,2,8.22,0.69,0.37,0.15,0.43,30,18,3.94,-1.35,0.0669,0.0471,0.0513,0.0847,0.62,4,1m
121,7_7,7,7,3.72,0.39,0.32,0.21,0.62,35,13,2.24,-0.78,0.0182,0.016,0.021,0.008,0.73,4,1m
122,5_5,5,5,7.09,0.63,0.48,0.56,1.01,11,5,2.66,-0.33,0.0394,0.0303,0.0414,0.0624,0.69,4,3m
123,16_10,16,10,5.94,0.56,0.34,0.19,0.69,30,18,3.42,-1.25,0.0539,0.043,0.0523,0.0739,0.62,4,1m
124,2_4,2,4,6.6,0.6,0.5,0.53,0.91,11,5,2.52,-0.3,0.0328,0.0281,0.0361,0.0564,0.69,4,3m
125,3_10,3,10,6.7,0.61,0.45,0.22,0.74,28,20,3.27,-1.04,0.0462,0.0406,0.0429,0.0487,0.58,4,1m
126,13_1,13,1,4.37,0.45,0.42,0.31,0.82,13,3,2.14,-0.42,0.0237,0.0193,0.0273,0.0227,0.81,4,3m
127,11_3,11,3,9.07,0.74,0.51,0.22,0.48,33,15,4.02,-1.31,0.0766,0.0542,0.0542,0.0873,0.69,4,1m
128,4_2,4,2,6.06,0.57,0.43,0.17,0.47,31,17,3.45,-1.27,0.0576,0.0551,0.0614,0.0955,0.65,4,1m
129,15_7,15,7,5.94,0.56,0.41,0.15,0.5,31,17,3.31,-1.2,0.0583,0.0504,0.053,0.0761,0.65,4,1m
130,15_6,15,6,5.94,0.56,0.41,0.15,0.5,31,17,3.31,-1.2,0.0583,0.0504,0.053,0.0761,0.65,4,1m
131,4_3,4,3,9.59,0.76,0.49,0.27,0.57,32,16,3.89,-1.18,0.0636,0.0465,0.0495,0.0766,0.67,4,1m
132,6_1,6,1,4.8,0.48,0.47,0.45,0.89,13,3,2.07,-0.29,0.0185,0.0126,0.0178,0.0125,0.81,4,3m
133,11_2,11,2,6.88,0.62,0.48,0.27,0.68,31,17,3.46,-1.17,0.048,0.0423,0.054,0.0625,0.65,4,1m
134,3_11,3,11,6.37,0.59,0.5,0.26,0.87,30,18,3.2,-1.05,0.0488,0.0479,0.0509,0.0595,0.62,4,1m
135,2_5,2,5,6.71,0.61,0.46,0.52,0.87,11,5,2.58,-0.33,0.037,0.0277,0.038,0.0592,0.69,4,3m
136,2_7,2,7,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
137,13_2,13,2,7.02,0.63,0.39,0.26,0.7,12,4,2.82,-0.44,0.0448,0.032,0.0453,0.0444,0.75,4,3m
138,12_10,12,10,6.97,0.63,0.47,0.17,0.65,30,18,3.41,-1.11,0.0563,0.0516,0.0519,0.0695,0.62,4,1m
139,6_3,6,3,7.24,0.64,0.43,0.51,0.67,11,5,2.96,-0.52,0.0504,0.0429,0.0529,0.0943,0.69,4,3m
140,4_1,4,1,4.47,0.45,0.44,0.23,0.65,34,14,2.3,-0.66,0.0213,0.0177,0.0194,0.0132,0.71,4,1m
141,15_4,15,4,8.48,0.71,0.44,0.15,0.59,33,15,3.57,-1.08,0.0618,0.052,0.0437,0.0631,0.69,4,1m
142,15_5,15,5,7.99,0.68,0.31,0.17,0.59,30,18,3.63,-1.13,0.0734,0.0368,0.0422,0.0623,0.62,4,1m
143,6_2,6,2,5.59,0.54,0.45,0.52,1.06,10,6,2.71,-0.56,0.0523,0.0491,0.0638,0.1075,0.62,4,3m
144,11_1,11,1,4.47,0.45,0.44,0.23,0.65,34,14,2.3,-0.66,0.0213,0.0177,0.0194,0.0132,0.71,4,1m
145,12_11,12,11,7.1,0.63,0.51,0.22,0.71,31,17,3.35,-1.05,0.05,0.0508,0.0525,0.0684,0.65,4,1m
146,13_3,13,3,8.39,0.7,0.31,0.17,0.32,12,4,3.16,-0.49,0.0639,0.0299,0.0358,0.0542,0.75,4,3m
147,2_6,2,6,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
148,2_2,2,2,5.59,0.54,0.45,0.52,1.06,10,6,2.71,-0.56,0.0523,0.0491,0.0638,0.1075,0.62,4,3m
149,13_7,13,7,7.58,0.66,0.45,0.33,0.83,10,6,3.01,-0.5,0.0531,0.0426,0.0583,0.0816,0.62,4,3m
150,11_5,11,5,6.22,0.58,0.35,0.19,0.65,28,20,3.16,-1.01,0.0458,0.0357,0.0434,0.0545,0.58,4,1m
151,10_10,10,10,6.69,0.61,0.55,0.62,0.91,11,5,2.65,-0.39,0.0378,0.0354,0.0449,0.0749,0.69,4,3m
152,6_6,6,6,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
153,8_9,8,9,6.5,0.6,0.4,0.13,0.74,32,16,3.49,-1.2,0.0545,0.044,0.0432,0.0271,0.67,4,1m
154,4_4,4,4,5.44,0.53,0.36,0.13,0.57,30,18,2.99,-1.02,0.0396,0.0372,0.0367,0.0393,0.62,4,1m
155,15_1,15,1,4.64,0.47,0.48,0.29,0.75,34,14,2.41,-0.72,0.0234,0.0191,0.0232,0.0224,0.71,4,1m
156,4_5,4,5,5.31,0.52,0.31,0.13,0.56,30,18,3.03,-1.05,0.0425,0.0324,0.0362,0.0394,0.62,4,1m
157,8_8,8,8,6.3,0.58,0.42,0.23,0.78,33,15,3.15,-1.03,0.0345,0.0259,0.0308,0.0241,0.69,4,1m
158,6_7,6,7,4.77,0.48,0.48,0.44,0.95,12,4,2.2,-0.39,0.0242,0.0218,0.0311,0.0297,0.75,4,3m
159,10_11,10,11,6.07,0.57,0.51,0.55,0.91,11,5,2.52,-0.38,0.0368,0.0338,0.0439,0.0749,0.69,4,3m
160,11_4,11,4,6.34,0.59,0.4,0.17,0.65,29,19,3.13,-0.99,0.0447,0.0422,0.0455,0.0545,0.6,4,1m
161,13_6,13,6,7.58,0.66,0.45,0.33,0.83,10,6,3.01,-0.5,0.0531,0.0426,0.0583,0.0816,0.62,4,3m
162,2_3,2,3,7.24,0.64,0.43,0.51,0.67,11,5,2.96,-0.52,0.0504,0.0429,0.0529,0.0943,0.69,4,3m
163,2_1,2,1,4.8,0.48,0.47,0.45,0.89,13,3,2.07,-0.29,0.0185,0.0126,0.0178,0.0125,0.81,4,3m
164,13_4,13,4,6.11,0.57,0.39,0.28,0.72,11,5,2.67,-0.47,0.0417,0.0303,0.0417,0.055,0.69,4,3m
165,11_6,11,6,3.72,0.39,0.32,0.21,0.62,35,13,2.24,-0.78,0.0182,0.016,0.021,0.008,0.73,4,1m
166,6_5,6,5,6.71,0.61,0.46,0.52,0.87,11,5,2.58,-0.33,0.037,0.0277,0.038,0.0592,0.69,4,3m
167,4_7,4,7,3.59,0.38,0.3,0.19,0.62,36,12,2.21,-0.79,0.0176,0.0151,0.0194,0.008,0.75,4,1m
168,15_2,15,2,8.04,0.68,0.37,0.16,0.6,30,18,3.78,-1.25,0.0615,0.0384,0.0468,0.0582,0.62,4,1m
169,1_10,1,10,5.66,0.54,0.48,0.53,0.9,11,5,2.52,-0.44,0.0387,0.0329,0.0429,0.0729,0.69,4,3m
170,1_11,1,11,5.5,0.53,0.5,0.52,0.9,11,5,2.48,-0.43,0.0381,0.0329,0.0429,0.0729,0.69,4,3m
171,15_3,15,3,9.32,0.75,0.33,0.14,0.33,31,17,4.23,-1.42,0.093,0.041,0.0459,0.0817,0.65,4,1m
172,4_6,4,6,3.59,0.38,0.3,0.19,0.62,36,12,2.21,-0.79,0.0176,0.0151,0.0194,0.008,0.75,4,1m
173,6_4,6,4,6.6,0.6,0.5,0.53,0.91,11,5,2.52,-0.3,0.0328,0.0281,0.0361,0.0564,0.69,4,3m
174,11_7,11,7,3.72,0.39,0.32,0.21,0.62,35,13,2.24,-0.78,0.0182,0.016,0.021,0.008,0.73,4,1m
175,13_5,13,5,6.57,0.6,0.37,0.28,0.72,11,5,2.77,-0.47,0.0461,0.029,0.0411,0.055,0.69,4,3m
0,13_8,13,8,9.52,0.76,0.61,0.38,0.79,13,3,3.42,-0.55,0.0687,0.0405,0.0281,0.0383,0.81,5,3m
1,4_10,4,10,5.81,0.55,0.54,0.17,0.63,29,19,3.38,-1.26,0.087,0.0826,0.0453,0.0662,0.6,5,1m
2,6_9,6,9,4.02,0.42,0.31,0.25,0.58,11,5,2.35,-0.63,0.0382,0.0364,0.0551,0.0607,0.69,5,3m
3,8_6,8,6,5.96,0.56,0.52,0.39,0.58,30,18,2.8,-0.8,0.0343,0.0212,0.0253,0.0308,0.62,5,1m
4,8_10,8,10,3.92,0.41,0.33,0.13,0.5,29,19,2.89,-1.23,0.0595,0.0401,0.0404,0.0604,0.6,5,1m
5,8_11,8,11,4.52,0.46,0.37,0.2,0.46,30,18,3.02,-1.19,0.0572,0.0309,0.033,0.0507,0.62,5,1m
6,8_7,8,7,5.96,0.56,0.52,0.39,0.58,30,18,2.8,-0.8,0.0343,0.0212,0.0253,0.0308,0.62,5,1m
7,6_8,6,8,4.85,0.48,0.38,0.35,0.77,11,5,2.38,-0.5,0.0316,0.0311,0.0465,0.0439,0.69,5,3m
8,4_11,4,11,6.55,0.6,0.55,0.25,0.58,30,18,3.46,-1.21,0.0717,0.053,0.0375,0.0573,0.62,5,1m
9,13_9,13,9,11.44,0.84,0.64,0.57,1.21,12,4,3.86,-0.67,0.0856,0.0516,0.0293,0.0111,0.75,5,3m
10,15_10,15,10,4.39,0.45,0.32,0.19,1.18,29,19,3.36,-1.5,0.0735,0.0463,0.0648,0.0588,0.6,5,1m
11,11_9,11,9,2.88,0.3,0.29,0.12,0.52,26,22,2.99,-1.59,0.0538,0.0432,0.0438,0.0682,0.54,5,1m
12,8_5,8,5,3.78,0.39,0.2,0.12,0.64,28,20,3.12,-1.43,0.0806,0.0321,0.0412,0.0435,0.58,5,1m
13,4_8,4,8,7.36,0.65,0.53,0.2,0.48,29,19,3.71,-1.32,0.0916,0.0622,0.0394,0.0478,0.6,5,1m
14,4_9,4,9,6.27,0.58,0.5,0.13,0.49,28,20,3.76,-1.47,0.094,0.07,0.0378,0.0588,0.58,5,1m
15,8_4,8,4,4.6,0.46,0.31,0.15,0.44,30,18,3.01,-1.21,0.0516,0.0316,0.0358,0.0521,0.62,5,1m
16,11_8,11,8,3.37,0.35,0.4,0.14,0.51,30,18,2.65,-1.19,0.0475,0.0388,0.0367,0.0514,0.62,5,1m
17,15_11,15,11,4.98,0.49,0.36,0.24,1.22,30,18,3.39,-1.4,0.0714,0.0422,0.0625,0.0575,0.62,5,1m
18,15_8,15,8,5.87,0.56,0.39,0.24,0.96,30,18,3.77,-1.53,0.0796,0.032,0.0474,0.0433,0.62,5,1m
19,15_9,15,9,7.97,0.68,0.36,0.06,1.0,33,15,4.29,-1.56,0.133,0.0513,0.0627,0.0404,0.69,5,1m
20,8_1,8,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,5,1m
21,2_8,2,8,4.14,0.43,0.38,0.35,0.77,11,5,2.16,-0.48,0.0281,0.0311,0.0464,0.0439,0.69,5,3m
22,8_3,8,3,3.26,0.34,0.18,0.07,0.34,30,18,3.22,-1.63,0.0726,0.0344,0.046,0.0649,0.62,5,1m
23,6_10,6,10,4.79,0.48,0.41,0.34,1.06,11,5,2.6,-0.64,0.0473,0.0547,0.0822,0.1024,0.69,5,3m
24,6_11,6,11,4.86,0.48,0.45,0.35,1.06,10,6,2.63,-0.66,0.0436,0.0463,0.0675,0.0725,0.62,5,3m
25,8_2,8,2,3.91,0.41,0.31,0.24,0.55,29,19,3.05,-1.35,0.054,0.0371,0.0485,0.0762,0.6,5,1m
26,2_9,2,9,2.83,0.3,0.31,0.25,0.58,11,5,1.92,-0.62,0.0308,0.0364,0.0551,0.0607,0.69,5,3m
27,5_8,5,8,5.54,0.53,0.43,0.41,0.97,10,6,2.57,-0.51,0.0369,0.0376,0.0566,0.0581,0.62,5,3m
28,9_5,9,5,10.05,0.78,0.24,0.22,0.79,11,5,6.73,-0.83,1.6454,0.025,0.0388,0.0207,0.69,5,3m
29,10_9,10,9,3.78,0.39,0.35,0.31,0.71,14,2,2.28,-0.56,0.0503,0.0209,0.0311,0.0058,0.88,5,3m
30,13_11,13,11,7.39,0.65,0.56,0.32,0.88,12,4,3.43,-0.73,0.084,0.0495,0.0425,0.0396,0.75,5,3m
31,13_10,13,10,12.04,0.86,0.36,0.21,0.61,12,4,5.15,-0.8,0.4715,0.0367,0.036,0.0289,0.75,5,3m
32,10_8,10,8,4.12,0.42,0.39,0.3,0.65,13,3,2.24,-0.52,0.0337,0.0173,0.0255,0.0104,0.81,5,3m
33,9_4,9,4,12.89,0.89,0.46,0.35,0.73,12,4,5.35,-0.61,0.686,0.0211,0.0259,0.0278,0.75,5,3m
34,5_9,5,9,4.45,0.45,0.35,0.3,0.68,11,5,2.48,-0.64,0.0403,0.039,0.0595,0.0663,0.69,5,3m
35,7_9,7,9,5.04,0.5,0.37,0.08,0.52,28,20,3.58,-1.54,0.0802,0.0468,0.0467,0.069,0.58,5,1m
36,9_6,9,6,2.67,0.28,0.29,0.19,0.47,12,4,1.55,-0.43,0.0152,0.0128,0.0164,0.0125,0.75,5,3m
37,2_11,2,11,5.76,0.55,0.45,0.35,1.06,10,6,2.85,-0.66,0.0483,0.0463,0.0675,0.0725,0.62,5,3m
38,12_8,12,8,4.87,0.49,0.4,0.21,0.51,28,20,3.13,-1.24,0.0628,0.0328,0.0399,0.0481,0.58,5,1m
39,12_9,12,9,3.0,0.32,0.34,0.17,0.55,26,22,2.97,-1.55,0.0454,0.035,0.0417,0.0659,0.54,5,1m
40,2_10,2,10,5.45,0.53,0.41,0.34,1.06,11,5,2.77,-0.64,0.0504,0.0547,0.0822,0.1024,0.69,5,3m
41,9_7,9,7,2.67,0.28,0.29,0.19,0.47,12,4,1.55,-0.43,0.0152,0.0128,0.0164,0.0125,0.75,5,3m
42,7_8,7,8,3.26,0.34,0.35,0.11,0.43,28,20,2.7,-1.23,0.0441,0.0302,0.0336,0.0475,0.58,5,1m
43,9_3,9,3,5.68,0.54,0.48,0.55,1.3,13,3,2.81,-0.56,0.0637,0.0359,0.0509,0.0415,0.81,5,3m
44,16_9,16,9,10.38,0.79,0.44,0.17,1.05,32,16,4.4,-1.5,0.1092,0.0413,0.0519,0.0304,0.67,5,1m
45,3_8,3,8,5.01,0.5,0.48,0.13,0.48,30,18,3.21,-1.26,0.0788,0.0623,0.0357,0.0503,0.62,5,1m
46,3_9,3,9,5.74,0.55,0.41,0.06,0.47,29,19,3.77,-1.55,0.1044,0.0752,0.0424,0.0622,0.6,5,1m
47,16_8,16,8,6.2,0.58,0.29,0.07,0.82,29,19,4.1,-1.68,0.1928,0.0447,0.0584,0.0491,0.6,5,1m
48,9_2,9,2,7.19,0.64,0.36,0.5,1.13,12,4,3.09,-0.52,0.0766,0.0276,0.0373,0.0438,0.75,5,3m
49,11_11,11,11,4.64,0.47,0.44,0.31,0.61,32,16,2.96,-1.13,0.0475,0.0324,0.0354,0.0548,0.67,5,1m
50,14_8,14,8,7.28,0.64,0.49,0.25,0.56,13,3,3.3,-0.7,0.0708,0.0505,0.0428,0.0582,0.81,5,3m
51,1_9,1,9,3.19,0.34,0.35,0.3,0.68,10,6,2.18,-0.71,0.0381,0.039,0.0595,0.0663,0.62,5,3m
52,1_8,1,8,4.79,0.48,0.43,0.41,0.97,10,6,2.42,-0.53,0.0362,0.0376,0.0566,0.0581,0.62,5,3m
53,9_1,9,1,6.33,0.59,0.42,0.32,0.65,12,4,2.72,-0.42,0.0586,0.0142,0.0181,0.016,0.75,5,3m
54,14_9,14,9,5.98,0.56,0.4,0.17,0.49,12,4,3.65,-0.98,0.1255,0.0557,0.0598,0.0719,0.75,5,3m
55,11_10,11,10,5.44,0.53,0.52,0.31,0.6,30,18,3.17,-1.16,0.0544,0.0403,0.0405,0.0634,0.62,5,1m
56,5_1,5,1,4.01,0.42,0.39,0.39,0.89,12,4,1.97,-0.37,0.0218,0.016,0.0237,0.0163,0.75,5,3m
57,14_4,14,4,8.13,0.69,0.61,0.3,0.71,12,4,3.68,-0.79,0.1036,0.0561,0.046,0.0541,0.75,5,3m
58,7_3,7,3,3.48,0.37,0.2,0.13,0.39,32,16,3.21,-1.56,0.0684,0.0293,0.0391,0.0437,0.67,5,1m
59,16_6,16,6,8.37,0.7,0.7,0.51,0.94,36,12,3.49,-1.05,0.0489,0.0362,0.0365,0.0487,0.75,5,1m
60,1_5,1,5,2.77,0.29,0.27,0.19,0.47,10,6,1.93,-0.66,0.0314,0.0266,0.0382,0.0475,0.62,5,3m
61,3_7,3,7,7.85,0.67,0.62,0.46,0.72,31,17,3.03,-0.74,0.041,0.0257,0.0233,0.0307,0.65,5,1m
62,14_11,14,11,10.26,0.79,0.59,0.31,0.92,12,4,4.0,-0.82,0.0976,0.0666,0.0649,0.079,0.75,5,3m
63,12_2,12,2,4.09,0.42,0.29,0.24,0.55,29,19,3.03,-1.28,0.0562,0.0355,0.0485,0.0762,0.6,5,1m
64,12_3,12,3,3.29,0.35,0.19,0.07,0.36,30,18,3.22,-1.62,0.0729,0.035,0.0471,0.0668,0.62,5,1m
